name,sub_area,area,grade,star_count,popular
20 Feet of Madness,Vagina Area,Rocktown,1,3,12
Casually,Vagina Area,Rocktown,1,1.5,2
Sherminator,Vagina Area,Rocktown,4,3,5
The Yoga Move,Vagina Area,Rocktown,4,2.5,24
Nose Candy,Vagina Area,Rocktown,6,3.5,177
Triple Threat,Vagina Area,Rocktown,7,3,18
Sherman Photo Roof,Vagina Area,Rocktown,7,4,106
The Brown Hole,Vagina Area,Rocktown,8,3.5,41
Sherman Photo Roof Trav.,Vagina Area,Rocktown,9,3.5,7
Touchin' Cotton,Helicopter Area,Rocktown,4,2.5,8
Reverse Traverse,Helicopter Area,Rocktown,4,3.5,6
Everything Nice,Helicopter Area,Rocktown,4,2.5,2
Touchin' Panties,Helicopter Area,Rocktown,5,2.5,4
Salt,Helicopter Area,Rocktown,5,2.5,6
Rescue 911,Helicopter Area,Rocktown,5,3.5,22
Spice,Helicopter Area,Rocktown,5,3,11
Slapper,Helicopter Area,Rocktown,5,3,15
Byrd,Helicopter Area,Rocktown,5,2.5,5
Pepper,Helicopter Area,Rocktown,5,3,1
The Helicopter,Helicopter Area,Rocktown,6,3,99
Y Climb,Helicopter Area,Rocktown,7,2,1
Shot in the Dark,Helicopter Area,Rocktown,7,3,1
Sugar,Helicopter Area,Rocktown,7,2.5,3
Chopper,Helicopter Area,Rocktown,8,2,1
Helicopter Traverse,Helicopter Area,Rocktown,9,3.5,13
Lipper,Helicopter Area,Rocktown,2,3,1
Everyones pee spot,Helicopter Area,Rocktown,3,2.5,3
Crock Block Right,Helicopter Area,Rocktown,4,3.5,5
Old Style,Helicopter Area,Rocktown,4,3,27
Crocker,Helicopter Area,Rocktown,4,2.5,4
Left Croc Bloc,Helicopter Area,Rocktown,4,3,17
Crock Block Far Right,Helicopter Area,Rocktown,4,2.5,8
Croc Bloc,Helicopter Area,Rocktown,5,4,62
The Dropper,Helicopter Area,Rocktown,7,2.5,3
Alligator,Helicopter Area,Rocktown,8,3,1
el bano right,Helicopter Area,Rocktown,2,2.5,12
King Cobra aka Snake Eyes,Helicopter Area,Rocktown,3,3,11
El Bano,Helicopter Area,Rocktown,3,3.5,130
El Bano Direct,Helicopter Area,Rocktown,4,3,89
Asphalt or Pythagorean Theorem,Helicopter Area,Rocktown,5,3.5,99
Pinch Loaf,Helicopter Area,Rocktown,5,3,77
Golden Throttle,The Croc Boulder,Rocktown,5,4,20
The Ewoker,The Croc Boulder,Rocktown,6,3.5,23
Pulling Tubes,The Croc Boulder,Rocktown,6,2.5,17
"Tooth, The",The Croc Boulder,Rocktown,7,2.5,12
Paparazzi,The Croc Boulder,Rocktown,7,2.5,8
Flash or Flesh,The Croc Boulder,Rocktown,0,2,1
Gimme Some,The Croc Boulder,Rocktown,0,3.5,3
Donkey Kick,The Croc Boulder,Rocktown,0,3,8
The Zero Hero,The Croc Boulder,Rocktown,0,2.5,74
Little Bit of Hueco,The Croc Boulder,Rocktown,0,3,39
Donkey Punch,The Croc Boulder,Rocktown,0,2.5,13
Red Stripe,The Croc Boulder,Rocktown,0,2.5,28
Buttcrack,The Croc Boulder,Rocktown,1,1.5,3
Rail Grind,The Croc Boulder,Rocktown,2,3,89
Ripple,The Croc Boulder,Rocktown,2,3.5,192
Makin' Waves,The Croc Boulder,Rocktown,2,3.5,135
Sand Queen,The Croc Boulder,Rocktown,10,2,1
Bread Loaf Mantle,The Croc Boulder,Rocktown,2,3,21
Super Mario,Hueco Simulator,Rocktown,3,3.5,190
Luigi,Hueco Simulator,Rocktown,3,3,132
Belly Button,Hueco Simulator,Rocktown,3,3,130
Belly Button Traverse,Hueco Simulator,Rocktown,4,2,5
Yoshi,Hueco Simulator,Rocktown,4,3.5,85
Jimmy Hendrix Face,Hueco Simulator,Rocktown,8,3.5,12
Comet Arete,Hueco Simulator,Rocktown,1,3.5,67
The Standard,Hueco Simulator,Rocktown,3,3,59
Standard's Variation,Hueco Simulator,Rocktown,5,3.5,128
Contrail,Hueco Simulator,Rocktown,5,2.5,39
Standard Deviation,Hueco Simulator,Rocktown,6,3.5,137
The Comet,Hueco Simulator,Rocktown,7,3.5,24
Comet Sit,The Comet Boulder,Rocktown,8,3,6
Squeak,The Comet Boulder,Rocktown,0,2.5,14
Pinky,The Comet Boulder,Rocktown,0,2,18
The Brain,The Comet Boulder,Rocktown,0,2,19
Lab Rats,The Comet Boulder,Rocktown,6,3.5,89
Curls for the Girls,The Comet Boulder,Rocktown,7,2,1
Bionic Rats,The Comet Boulder,Rocktown,8,3.5,13
Aliens Abducted My Mother,The Comet Boulder,Rocktown,0,2,1
Bulge in My Pants,The Comet Boulder,Rocktown,2,3,70
Little Bad Left,The Comet Boulder,Rocktown,4,3,1
Tough Love,The Comet Boulder,Rocktown,5,3,94
Little Bad Boulder,The Comet Boulder,Rocktown,5,3.5,42
Brown Eye Left,The Comet Boulder,Rocktown,5,3.5,19
Tough Love Right,The Comet Boulder,Rocktown,6,2.5,19
Brown Eye,Lab Rats Boulder,Rocktown,6,3.5,7
Little Bad Right,Lab Rats Boulder,Rocktown,6,3,1
B Cubed Right,Lab Rats Boulder,Rocktown,7,3.5,7
The Big Bad Boulder (B-Cubed),Lab Rats Boulder,Rocktown,9,3.5,9
Blackout,Lab Rats Boulder,Rocktown,9,4,4
V Notch,Lab Rats Boulder,Rocktown,1,4,3
Guin Arete,Lab Rats Boulder,Rocktown,3,3.5,10
Guin Traverse,Lab Rats Boulder,Rocktown,3,3.5,6
Almost Bad-Ass,Lab Rats Boulder,Rocktown,3,2,7
Almost Famous,Lab Rats Boulder,Rocktown,3,3.5,18
Block Hoppin,Lab Rats Boulder,Rocktown,3,2.5,8
Flying,Lab Rats Boulder,Rocktown,5,2.5,6
Tunnel Vision,The Bads,Rocktown,6,3.5,45
Splashback,The Bads,Rocktown,6,4,29
Backsplash,The Bads,Rocktown,7,3.5,2
Flying Solo,The Bads,Rocktown,7,3.5,3
Roughin' the Rotweiller,The Bads,Rocktown,8,4,5
Dugout Traverse,The Bads,Rocktown,10,3,1
Chopping Block,The Bads,Rocktown,3,3,1
Grape Ape,The Bads,Rocktown,4,3.5,19
Red Belly,The Bads,Rocktown,4,2.5,10
Jaber Jaw,The Bads,Rocktown,5,4,2
Medieval,The Bads,Rocktown,1,3.5,16
Mr. Softy,The Bads,Rocktown,1,3,23
Mr. Softy,Police Brutality,Rocktown,1,3,23
Iron Maiden,Police Brutality,Rocktown,2,0,0
The Triple Slaps,Police Brutality,Rocktown,3,3,52
Police Brutality,Police Brutality,Rocktown,5,3.5,48
Cam Ron,Police Brutality,Rocktown,5,3,7
Swing Set,Police Brutality,Rocktown,5,3,63
Mr. Stiffy,Police Brutality,Rocktown,5,2.5,4
The Guillotine,Police Brutality,Rocktown,6,4,68
Drug Test Policy,Police Brutality,Rocktown,7,3,43
Civilian Gentility,Police Brutality,Rocktown,7,4,1
The Log,Police Brutality,Rocktown,2,2,1
If Only I Had A Name,Police Brutality,Rocktown,4,3,6
Block Head,Police Brutality,Rocktown,4,2.5,10
Tao,Police Brutality,Rocktown,8,3.5,35
Tao Sit,Police Brutality,Rocktown,10,0,0
El Classico,Police Brutality,Rocktown,0,3.5,123
Jug,Police Brutality,Rocktown,0,2.5,36
Slabway to Heaven,Police Brutality,Rocktown,1,4,2
Juggy Arete,Police Brutality,Rocktown,1,4,3
True Grit,Police Brutality,Rocktown,2,3.5,41
Paint Can,Tao Boulder,Rocktown,2,3,57
Go Home Trad You're Drunk,Tao Boulder,Rocktown,2,3.5,3
Gritstone Arete,Tao Boulder,Rocktown,3,3.5,90
Freed's Fall,Tao Boulder,Rocktown,4,4,16
Colonoscopy,Tao Boulder,Rocktown,4,2.5,3
Campus Punks,Tao Boulder,Rocktown,5,3.5,9
Elim-arete,Tao Boulder,Rocktown,5,3,4
Beauty Face,Tao Boulder,Rocktown,6,2.5,15
Beauty Face Sit,Tao Boulder,Rocktown,7,2,2
Zion,Tao Boulder,Rocktown,11,3,2
Nose,Campus Punks,Rocktown,1,3,2
Aunt Fanny's Amazing Asscrack,Campus Punks,Rocktown,5,3.5,20
Smiley,Campus Punks,Rocktown,6,2.5,10
"8""nu",Campus Punks,Rocktown,7,2,2
Burst of Joy,Campus Punks,Rocktown,8,4,15
Under the Pews,Campus Punks,Rocktown,0,2,11
Candle Sticks,Campus Punks,Rocktown,2,2.5,33
Half Ass Roof,Campus Punks,Rocktown,2,2.5,10
Altar Boys,Campus Punks,Rocktown,3,2,28
Screaming Church Girls,Campus Punks,Rocktown,4,3,72
Screaming Candle Boys,Campus Punks,Rocktown,6,2,1
Funky Cold Medina,Campus Punks,Rocktown,1,3,5
Tennessee Sport Route,Campus Punks,Rocktown,2,3,7
Rail Slide,Campus Punks,Rocktown,5,3,2
Tissues,Campus Punks,Rocktown,0,2,9
Toilet Paper,Campus Punks,Rocktown,0,2,11
Trowel,Campus Punks,Rocktown,0,2.5,10
Squat,Campus Punks,Rocktown,0,2,10
Hover,Campus Punks,Rocktown,0,2,7
Lucky 7,Campus Punks,Rocktown,2,3,11
What is Luck,Lucky 7,Rocktown,2,2,3
Squat Low,Lucky 7,Rocktown,3,2,4
BK was Here,Lucky 7,Rocktown,5,2.5,4
Inspired by an Idiot,Lucky 7,Rocktown,6,3.5,34
Tractor Traylor,The Idiot Roof Area,Rocktown,8,3.5,20
New Sheriff in Town,The Idiot Roof Area,Rocktown,5,2.5,9
Good Roof,The Idiot Roof Area,Rocktown,7,3,3
The Great Roof,The Idiot Roof Area,Rocktown,10,4,3
Drunken Barn Dance,The Idiot Roof Area,Rocktown,6,3,3
Drunken Dyno,The Idiot Roof Area,Rocktown,7,4,1
BC,Great Roof,Rocktown,0,2,9
Splutter,Great Roof,Rocktown,2,2,2
Bob's Face,Great Roof,Rocktown,3,2,13
The General,Great Roof,Rocktown,5,3,1
The Price Is Right,Great Roof,Rocktown,8,3.5,5
Booney Project,Great Roof,Rocktown,8,2.5,6
The Day I Outcrimped Litz,Drunken Barn Dance,Rocktown,9,2,1
Sharpen Your Teeth,Drunken Barn Dance,Rocktown,11,0,0
Nice Horsey,Drunken Barn Dance,Rocktown,3,2.5,20
Tombstone,Drunken Barn Dance,Rocktown,5,3.5,4
Horse Power,Rock Shelter Front Area,Rocktown,5,3.5,14
Riptide,Rock Shelter Front Area,Rocktown,6,2.5,3
MILF,Rock Shelter Front Area,Rocktown,7,2,1
Sno Cone,Rock Shelter Front Area,Rocktown,2,2.5,6
Alien Writing,Rock Shelter Front Area,Rocktown,3,3,9
Skin Graft,Rock Shelter Front Area,Rocktown,6,3.5,3
Skinheads,Rock Shelter Front Area,Rocktown,7,2.5,2
Dwarf Toss,Rock Shelter Front Area,Rocktown,4,2.5,9
Wharf Rat,Rock Shelter Front Area,Rocktown,5,3,3
Cat Fight,Rock Shelter Front Area,Rocktown,5,2.5,3
Golden Harvest,Golden Harvest Boulder,Rocktown,10,4,10
Delightened Roof,Golden Harvest Boulder,Rocktown,3,2.5,4
Iron Claw,Iron Claw Boulder,Rocktown,7,4,38
Iron Claw Sit,Iron Claw Boulder,Rocktown,10,3.5,2
County Road,Iron Claw Boulder,Rocktown,6,3,1
Sweet n Low,Iron Claw Boulder,Rocktown,7,1.5,2
A Head Deep,Iron Claw Boulder,Rocktown,4,2,3
Deception,Iron Claw Boulder,Rocktown,7,3,11
Fly Dawg,County Road,Rocktown,0,2,47
Cramper,County Road,Rocktown,1,2,19
Pet Raccoon,Sweet N Low Boulder,Rocktown,1,2,45
Lot Lizard,Sweet N Low Boulder,Rocktown,1,2,39
Monkey Bars,Bermuda Triangle,Rocktown,1,2.5,34
El Hueco,Bermuda Triangle,Rocktown,1,2.5,16
Kurk the Roach,Bermuda Triangle,Rocktown,1,2.5,44
Bernardo's Variation,Bermuda Triangle,Rocktown,2,2.5,2
Out of Orbit,Orbitals,Rocktown,2,2.5,30
Sweetness,Orbitals,Rocktown,2,2.5,9
Groper Right,Orbitals,Rocktown,2,2.5,4
Rim Job,Orbitals,Rocktown,2,3,37
Groper Left,Orbitals,Rocktown,2,3,12
Pocket Rocket,Orbitals,Rocktown,4,3,25
Soap on a Rope,Orbitals,Rocktown,5,3.5,134
Breaking and Entering,Orbitals,Rocktown,5,3,43
Cap Gun Bandits,Orbitals,Rocktown,6,3,10
White Men Can't Jump,Orbitals,Rocktown,7,2.5,16
Valvusline,Orbitals,Rocktown,2,1,1
Saruman,Orbitals,Rocktown,5,2,1
White Hand,Orbitals,Rocktown,5,2,1
Jezebel,Orbitals,Rocktown,7,3,1
